Invoice,,,Parts,,Labor,,Sublet,,HazMat & Fees,,Shop Supplies,,Discount,,Subtotal,,Tax,Total,Shop Name,Shop Identifier
Date,Number,URL,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed
12/09/2022,24205,https://autohousenwa.shop-ware.com/work_orders/69169687,395.70,0.00,520.00,0.00,0.00,0.00,0.00,0.00,23.40,0.00,0.00,0.00,939.10,0.00,103.30,1042.40,AutoHouse Automotive,NWA
12/09/2022,24244,https://autohousenwa.shop-ware.com/work_orders/69394783,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
12/09/2022,24203,https://autohousenwa.shop-ware.com/work_orders/69166584,253.73,0.00,154.50,0.00,0.00,0.00,0.00,0.00,6.95,0.00,0.00,0.00,415.18,0.00,45.67,460.85,AutoHouse Automotive,NWA
12/09/2022,24230,https://autohousenwa.shop-ware.com/work_orders/69351935,176.72,0.00,526.50,0.00,0.00,0.00,0.00,0.00,23.69,0.00,0.00,0.00,726.91,0.00,79.97,806.88,AutoHouse Automotive,NWA
12/09/2022,24281,https://autohousenwa.shop-ware.com/work_orders/69538942,0.00,0.00,97.51,0.00,0.00,0.00,0.00,0.00,4.39,0.00,0.00,0.00,101.90,0.00,11.21,113.11,AutoHouse Automotive,NWA
12/09/2022,24273,https://autohousenwa.shop-ware.com/work_orders/69497795,0.00,0.00,328.00,0.00,0.00,0.00,0.00,0.00,13.28,0.00,32.80,0.00,308.48,0.00,33.93,342.41,AutoHouse Automotive,NWA
12/09/2022,24236,https://autohousenwa.shop-ware.com/work_orders/69364605,275.38,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.27,0.00,40.54,0.00,370.11,0.00,40.71,410.82,AutoHouse Automotive,NWA
12/09/2022,24184,https://autohousenwa.shop-ware.com/work_orders/69043278,580.03,0.00,325.00,0.00,0.00,0.00,0.00,0.00,13.16,0.00,90.50,0.00,827.69,0.00,91.05,918.74,AutoHouse Automotive,NWA
12/12/2022,24279,https://autohousenwa.shop-ware.com/work_orders/69520118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
12/12/2022,24246,https://autohousenwa.shop-ware.com/work_orders/69398146,191.05,0.00,195.00,0.00,0.00,0.00,0.00,0.00,8.78,0.00,0.00,0.00,394.83,0.00,43.43,438.26,AutoHouse Automotive,NWA
12/12/2022,24229,https://autohousenwa.shop-ware.com/work_orders/69350624,90.67,0.00,242.50,0.00,0.00,0.00,0.00,0.00,10.91,0.00,0.00,0.00,344.08,0.00,37.85,381.93,AutoHouse Automotive,NWA
12/13/2022,24238,https://autohousenwa.shop-ware.com/work_orders/69367630,95.77,0.00,45.50,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,143.32,0.00,15.77,159.09,AutoHouse Automotive,NWA
12/13/2022,24267,https://autohousenwa.shop-ware.com/work_orders/69450024,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
12/13/2022,24288,https://autohousenwa.shop-ware.com/work_orders/69680612,51.54,0.00,195.00,0.00,0.00,0.00,0.00,0.00,8.78,0.00,0.00,0.00,255.32,0.00,28.09,283.41,AutoHouse Automotive,NWA
12/13/2022,24277,https://autohousenwa.shop-ware.com/work_orders/69516763,380.41,0.00,715.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1120.41,0.00,123.25,1243.66,AutoHouse Automotive,NWA
12/13/2022,24257,https://autohousenwa.shop-ware.com/work_orders/69429874,35.61,0.00,32.50,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.00,0.00,69.57,0.00,7.66,77.23,AutoHouse Automotive,NWA
12/14/2022,24210,https://autohousenwa.shop-ware.com/work_orders/69175142,320.04,0.00,910.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1255.04,0.00,138.05,1393.09,AutoHouse Automotive,NWA
12/14/2022,24310,https://autohousenwa.shop-ware.com/work_orders/69769782,8.58,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,144.43,0.00,15.89,160.32,AutoHouse Automotive,NWA
12/15/2022,24240,https://autohousenwa.shop-ware.com/work_orders/69375822,78.54,0.00,182.00,0.00,0.00,0.00,0.00,0.00,8.19,0.00,0.00,0.00,268.73,0.00,29.56,298.29,AutoHouse Automotive,NWA
12/15/2022,24188,https://autohousenwa.shop-ware.com/work_orders/69052317,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
12/15/2022,24301,https://autohousenwa.shop-ware.com/work_orders/69722137,920.49,0.00,390.00,0.00,0.00,0.00,0.00,0.00,17.55,0.00,0.00,0.00,1328.04,0.00,146.08,1474.12,AutoHouse Automotive,NWA
12/15/2022,24291,https://autohousenwa.shop-ware.com/work_orders/69686312,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,6.50,0.00,61.13,0.00,6.73,67.86,AutoHouse Automotive,NWA
12/15/2022,24139,https://autohousenwa.shop-ware.com/work_orders/68685177,186.28,0.00,325.00,0.00,0.00,0.00,0.00,0.00,14.63,0.00,0.00,0.00,525.91,0.00,57.85,583.76,AutoHouse Automotive,NWA
12/16/2022,24194,https://autohousenwa.shop-ware.com/work_orders/69108268,100.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.34,0.00,11.04,111.38,AutoHouse Automotive,NWA
12/16/2022,24325,https://autohousenwa.shop-ware.com/work_orders/69810737,245.28,0.00,65.00,0.00,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,313.21,0.00,34.45,347.66,AutoHouse Automotive,NWA
12/16/2022,24263,https://autohousenwa.shop-ware.com/work_orders/69444153,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
12/16/2022,24295,https://autohousenwa.shop-ware.com/work_orders/69691611,1145.18,0.00,980.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,2150.18,0.00,236.52,2386.70,AutoHouse Automotive,NWA
12/16/2022,24296,https://autohousenwa.shop-ware.com/work_orders/69694583,759.31,0.00,520.00,0.00,0.00,0.00,0.00,0.00,23.40,0.00,0.00,0.00,1302.71,0.00,143.30,1446.01,AutoHouse Automotive,NWA
12/19/2022,24250,https://autohousenwa.shop-ware.com/work_orders/69405894,1526.67,0.00,2392.00,0.00,250.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,4193.67,0.00,461.30,4654.97,AutoHouse Automotive,NWA
12/19/2022,24286,https://autohousenwa.shop-ware.com/work_orders/69676488,603.62,0.00,482.50,0.00,0.00,0.00,0.00,0.00,21.71,0.00,0.00,0.00,1107.83,0.00,121.87,1229.70,AutoHouse Automotive,NWA
12/20/2022,24322,https://autohousenwa.shop-ware.com/work_orders/69803679,64.06,0.00,260.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,335.76,0.00,36.93,372.69,AutoHouse Automotive,NWA
12/20/2022,24206,https://autohousenwa.shop-ware.com/work_orders/69170017,972.52,0.00,2275.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,3272.52,0.00,359.98,3632.50,AutoHouse Automotive,NWA
12/21/2022,24320,https://autohousenwa.shop-ware.com/work_orders/69791023,68.36,0.00,227.50,0.00,0.00,0.00,0.00,0.00,10.24,0.00,0.00,0.00,306.10,0.00,33.68,339.78,AutoHouse Automotive,NWA
12/21/2022,24323,https://autohousenwa.shop-ware.com/work_orders/69805111,46.77,0.00,32.50,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.00,0.00,80.73,0.00,8.89,89.62,AutoHouse Automotive,NWA
12/21/2022,24321,https://autohousenwa.shop-ware.com/work_orders/69799325,439.66,0.00,520.00,0.00,0.00,0.00,0.00,0.00,21.06,0.00,95.97,0.00,884.75,0.00,97.32,982.07,AutoHouse Automotive,NWA
12/21/2022,24275,https://autohousenwa.shop-ware.com/work_orders/69511941,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
12/21/2022,24353,https://autohousenwa.shop-ware.com/work_orders/69983484,198.74,0.00,260.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,470.44,0.00,51.75,522.19,AutoHouse Automotive,NWA
12/21/2022,24343,https://autohousenwa.shop-ware.com/work_orders/69960250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
12/21/2022,24347,https://autohousenwa.shop-ware.com/work_orders/69966810,191.89,0.00,83.00,0.00,0.00,0.00,0.00,0.00,3.74,0.00,0.00,0.00,278.63,0.00,30.65,309.28,AutoHouse Automotive,NWA
12/21/2022,24318,https://autohousenwa.shop-ware.com/work_orders/69781395,671.30,0.00,1105.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1801.30,0.00,198.14,1999.44,AutoHouse Automotive,NWA
12/23/2022,24375,https://autohousenwa.shop-ware.com/work_orders/70101922,214.67,0.00,97.50,0.00,0.00,0.00,0.00,0.00,4.39,0.00,0.00,0.00,316.56,0.00,34.83,351.39,AutoHouse Automotive,NWA
12/23/2022,24266,https://autohousenwa.shop-ware.com/work_orders/69449291,4460.31,0.00,1625.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,6110.31,0.00,672.13,6782.44,AutoHouse Automotive,NWA
12/23/2022,24166,https://autohousenwa.shop-ware.com/work_orders/68895906,486.09,0.00,325.00,0.00,0.00,0.00,0.00,0.00,15.21,0.00,0.00,0.00,826.30,0.00,90.89,917.19,AutoHouse Automotive,NWA
12/23/2022,23862,https://autohousenwa.shop-ware.com/work_orders/66780181,0.00,0.00,390.00,0.00,588.00,0.00,0.00,0.00,17.55,0.00,0.00,0.00,995.55,0.00,109.51,1105.06,AutoHouse Automotive,NWA
12/23/2022,24283,https://autohousenwa.shop-ware.com/work_orders/69567498,2098.63,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,3423.63,0.00,376.60,3800.23,AutoHouse Automotive,NWA
12/26/2022,24384,https://autohousenwa.shop-ware.com/work_orders/70131514,38.54,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,39.22,0.00,4.31,43.53,AutoHouse Automotive,NWA
12/27/2022,24387,https://autohousenwa.shop-ware.com/work_orders/70139741,222.49,0.00,260.00,0.00,100.00,0.00,0.00,0.00,11.70,0.00,0.00,0.00,594.19,0.00,65.36,659.55,AutoHouse Automotive,NWA
12/27/2022,24379,https://autohousenwa.shop-ware.com/work_orders/70125127,360.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,363.00,0.00,39.93,402.93,AutoHouse Automotive,NWA
12/28/2022,24382,https://autohousenwa.shop-ware.com/work_orders/70130818,400.79,0.00,325.00,0.00,0.00,0.00,0.00,0.00,14.63,0.00,0.00,0.00,740.42,0.00,81.45,821.87,AutoHouse Automotive,NWA
12/28/2022,24302,https://autohousenwa.shop-ware.com/work_orders/69723856,527.44,0.00,390.00,0.00,488.00,0.00,12.00,0.00,17.55,0.00,0.00,0.00,1434.99,0.00,157.85,1592.84,AutoHouse Automotive,NWA
12/29/2022,24346,https://autohousenwa.shop-ware.com/work_orders/69966500,355.48,0.00,663.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1043.48,0.00,114.78,1158.26,AutoHouse Automotive,NWA
12/30/2022,24419,https://autohousenwa.shop-ware.com/work_orders/70702314,279.19,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,292.78,0.00,32.21,324.99,AutoHouse Automotive,NWA
12/30/2022,24334,https://autohousenwa.shop-ware.com/work_orders/69871131,107.66,0.00,208.00,0.00,0.00,0.00,0.00,0.00,9.36,0.00,0.00,0.00,325.02,0.00,35.75,360.77,AutoHouse Automotive,NWA
01/01/2023,24381,https://autohousenwa.shop-ware.com/work_orders/70129653,407.63,0.00,292.50,0.00,0.00,0.00,0.00,0.00,13.16,0.00,0.00,0.00,713.29,0.00,78.47,791.76,AutoHouse Automotive,NWA
01/01/2023,24386,https://autohousenwa.shop-ware.com/work_orders/70136389,243.85,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,244.79,0.00,26.93,271.72,AutoHouse Automotive,NWA
01/02/2023,24137,https://autohousenwa.shop-ware.com/work_orders/68678186,527.73,0.00,675.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1227.73,0.00,135.05,1362.78,AutoHouse Automotive,NWA
01/02/2023,24380,https://autohousenwa.shop-ware.com/work_orders/70128254,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
01/02/2023,24340,https://autohousenwa.shop-ware.com/work_orders/69953253,1449.73,0.00,845.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,229.47,0.00,2090.26,0.00,229.93,2320.19,AutoHouse Automotive,NWA
01/02/2023,24436,https://autohousenwa.shop-ware.com/work_orders/70862963,109.93,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,17.99,0.00,164.78,0.00,18.13,182.91,AutoHouse Automotive,NWA
01/02/2023,24437,https://autohousenwa.shop-ware.com/work_orders/70863819,144.61,0.00,80.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,228.21,0.00,25.10,253.31,AutoHouse Automotive,NWA
01/03/2023,24414,https://autohousenwa.shop-ware.com/work_orders/70584142,245.73,0.00,364.00,0.00,0.00,0.00,0.00,0.00,16.38,0.00,0.00,0.00,626.11,0.00,68.87,694.98,AutoHouse Automotive,NWA
01/03/2023,24368,https://autohousenwa.shop-ware.com/work_orders/70007890,67.81,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,203.66,0.00,22.40,226.06,AutoHouse Automotive,NWA
01/03/2023,24129,https://autohousenwa.shop-ware.com/work_orders/68594088,278.88,0.00,161.50,0.00,0.00,0.00,0.00,0.00,7.27,0.00,0.00,0.00,447.65,0.00,49.25,496.90,AutoHouse Automotive,NWA
01/03/2023,24432,https://autohousenwa.shop-ware.com/work_orders/70855604,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,146.30,0.00,16.09,162.39,AutoHouse Automotive,NWA
01/04/2023,24405,https://autohousenwa.shop-ware.com/work_orders/70317792,494.64,0.00,410.00,0.00,0.00,0.00,0.00,0.00,18.45,0.00,0.00,0.00,923.09,0.00,101.54,1024.63,AutoHouse Automotive,NWA
01/04/2023,24461,https://autohousenwa.shop-ware.com/work_orders/70942397,91.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.14,0.00,10.03,101.17,AutoHouse Automotive,NWA
01/05/2023,24331,https://autohousenwa.shop-ware.com/work_orders/69863895,132.92,0.00,325.00,0.00,0.00,0.00,0.00,0.00,14.63,0.00,0.00,0.00,472.55,0.00,51.98,524.53,AutoHouse Automotive,NWA
01/05/2023,24402,https://autohousenwa.shop-ware.com/work_orders/70306845,113.65,0.00,32.50,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.00,0.00,147.61,0.00,16.24,163.85,AutoHouse Automotive,NWA
01/05/2023,24378,https://autohousenwa.shop-ware.com/work_orders/70116500,208.73,0.00,248.00,0.00,0.00,0.00,0.00,0.00,11.16,0.00,0.00,0.00,467.89,0.00,51.47,519.36,AutoHouse Automotive,NWA
01/05/2023,23674,https://autohousenwa.shop-ware.com/work_orders/65398023,5225.53,0.00,2340.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,756.55,0.00,6833.98,0.00,751.74,7585.72,AutoHouse Automotive,NWA
01/05/2023,24404,https://autohousenwa.shop-ware.com/work_orders/70311647,268.84,0.00,398.00,0.00,0.00,0.00,0.00,0.00,17.91,0.00,0.00,0.00,684.75,0.00,75.32,760.07,AutoHouse Automotive,NWA
01/05/2023,24360,https://autohousenwa.shop-ware.com/work_orders/69992215,2263.28,0.00,1818.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,4106.28,0.00,451.69,4557.97,AutoHouse Automotive,NWA
01/05/2023,24423,https://autohousenwa.shop-ware.com/work_orders/70722816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
01/06/2023,24333,https://autohousenwa.shop-ware.com/work_orders/69870433,824.93,0.00,1405.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,2254.93,0.00,248.04,2502.97,AutoHouse Automotive,NWA
01/06/2023,24307,https://autohousenwa.shop-ware.com/work_orders/69766740,797.46,0.00,682.50,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1504.96,0.00,165.55,1670.51,AutoHouse Automotive,NWA
01/06/2023,24317,https://autohousenwa.shop-ware.com/work_orders/69778652,298.83,0.00,234.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,543.36,0.00,59.77,603.13,AutoHouse Automotive,NWA
01/06/2023,24284,https://autohousenwa.shop-ware.com/work_orders/69672498,4311.78,0.00,2860.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,7196.78,0.00,791.65,7988.43,AutoHouse Automotive,NWA
01/06/2023,24416,https://autohousenwa.shop-ware.com/work_orders/70595948,570.26,0.00,690.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1285.26,0.00,141.38,1426.64,AutoHouse Automotive,NWA
01/06/2023,24413,https://autohousenwa.shop-ware.com/work_orders/70583768,9.70,0.00,260.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,26.97,0.00,254.43,0.00,27.99,282.42,AutoHouse Automotive,NWA
01/06/2023,24406,https://autohousenwa.shop-ware.com/work_orders/70318242,975.15,0.00,847.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1847.15,0.00,203.19,2050.34,AutoHouse Automotive,NWA
01/06/2023,24435,https://autohousenwa.shop-ware.com/work_orders/70860548,1319.24,0.00,760.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,207.92,0.00,1896.32,0.00,208.60,2104.92,AutoHouse Automotive,NWA
01/06/2023,24421,https://autohousenwa.shop-ware.com/work_orders/70704714,122.28,0.00,169.00,0.00,0.00,0.00,0.00,0.00,7.61,0.00,0.00,0.00,298.89,0.00,32.88,331.77,AutoHouse Automotive,NWA
01/06/2023,24475,https://autohousenwa.shop-ware.com/work_orders/71052065,125.18,0.00,210.00,0.00,0.00,0.00,0.00,0.00,8.51,0.00,33.52,0.00,310.17,0.00,34.12,344.29,AutoHouse Automotive,NWA
01/09/2023,24315,https://autohousenwa.shop-ware.com/work_orders/69777789,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,5.85,0.00,0.00,0.00,135.85,0.00,14.94,150.79,AutoHouse Automotive,NWA
01/09/2023,24434,https://autohousenwa.shop-ware.com/work_orders/70859875,33.88,0.00,210.00,0.00,0.00,0.00,0.00,0.00,9.45,0.00,0.00,0.00,253.33,0.00,27.87,281.20,AutoHouse Automotive,NWA
01/09/2023,24471,https://autohousenwa.shop-ware.com/work_orders/70978340,188.06,0.00,350.00,0.00,0.00,0.00,0.00,0.00,15.75,0.00,0.00,0.00,553.81,0.00,60.92,614.73,AutoHouse Automotive,NWA
01/09/2023,24425,https://autohousenwa.shop-ware.com/work_orders/70723939,675.90,0.00,545.00,0.00,0.00,0.00,0.00,0.00,24.53,0.00,0.00,0.00,1245.43,0.00,137.00,1382.43,AutoHouse Automotive,NWA
01/09/2023,24457,https://autohousenwa.shop-ware.com/work_orders/70939173,373.10,0.00,240.00,0.00,0.00,0.00,0.00,0.00,10.80,0.00,0.00,0.00,623.90,0.00,68.63,692.53,AutoHouse Automotive,NWA
01/10/2023,24443,https://autohousenwa.shop-ware.com/work_orders/70892367,226.92,0.00,140.00,0.00,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,373.22,0.00,41.05,414.27,AutoHouse Automotive,NWA
01/10/2023,24427,https://autohousenwa.shop-ware.com/work_orders/70741928,150.06,0.00,65.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,21.51,0.00,196.18,0.00,21.58,217.76,AutoHouse Automotive,NWA
01/10/2023,24488,https://autohousenwa.shop-ware.com/work_orders/71109139,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,6.30,0.00,0.00,0.00,146.30,0.00,16.09,162.39,AutoHouse Automotive,NWA
01/10/2023,24502,https://autohousenwa.shop-ware.com/work_orders/71209064,31.02,0.00,220.00,0.00,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,260.92,0.00,28.70,289.62,AutoHouse Automotive,NWA
01/11/2023,24444,https://autohousenwa.shop-ware.com/work_orders/70892841,191.19,0.00,210.00,0.00,0.00,0.00,0.00,0.00,9.45,0.00,0.00,0.00,410.64,0.00,45.17,455.81,AutoHouse Automotive,NWA
01/11/2023,24447,https://autohousenwa.shop-ware.com/work_orders/70898404,98.76,0.00,288.00,0.00,0.00,0.00,0.00,0.00,12.96,0.00,0.00,0.00,399.72,0.00,43.97,443.69,AutoHouse Automotive,NWA
01/11/2023,24420,https://autohousenwa.shop-ware.com/work_orders/70703536,696.78,0.00,1560.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,2281.78,0.00,251.00,2532.78,AutoHouse Automotive,NWA
01/12/2023,24470,https://autohousenwa.shop-ware.com/work_orders/70965965,203.35,0.00,221.00,0.00,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,434.30,0.00,47.77,482.07,AutoHouse Automotive,NWA
01/12/2023,24454,https://autohousenwa.shop-ware.com/work_orders/70922591,113.51,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.34,0.00,39.35,0.00,365.50,0.00,40.21,405.71,AutoHouse Automotive,NWA
01/13/2023,24511,https://autohousenwa.shop-ware.com/work_orders/71474292,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
01/13/2023,24478,https://autohousenwa.shop-ware.com/work_orders/71072869,37.50,0.00,214.00,0.00,0.00,0.00,0.00,0.00,9.63,0.00,0.00,0.00,261.13,0.00,28.72,289.85,AutoHouse Automotive,NWA
01/13/2023,24464,https://autohousenwa.shop-ware.com/work_orders/70953768,533.61,0.00,1136.00,0.00,125.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1819.61,0.00,200.16,2019.77,AutoHouse Automotive,NWA
01/13/2023,24473,https://autohousenwa.shop-ware.com/work_orders/71012898,682.15,0.00,490.00,0.00,0.00,0.00,0.00,0.00,22.05,0.00,0.00,0.00,1194.20,0.00,131.36,1325.56,AutoHouse Automotive,NWA
01/13/2023,24439,https://autohousenwa.shop-ware.com/work_orders/70865982,674.64,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.67,0.00,81.46,0.00,738.85,0.00,81.27,820.12,AutoHouse Automotive,NWA
01/13/2023,24496,https://autohousenwa.shop-ware.com/work_orders/71124577,688.35,0.00,350.00,0.00,0.00,0.00,0.00,0.00,15.75,0.00,0.00,0.00,1054.10,0.00,115.95,1170.05,AutoHouse Automotive,NWA
01/16/2023,23947,https://autohousenwa.shop-ware.com/work_orders/67218905,165.81,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.81,0.00,27.04,272.85,AutoHouse Automotive,NWA
01/16/2023,23309,https://autohousenwa.shop-ware.com/work_orders/63112651,269.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.30,0.00,29.62,298.92,AutoHouse Automotive,NWA
01/16/2023,23288,https://autohousenwa.shop-ware.com/work_orders/62906604,347.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,359.00,0.00,39.49,398.49,AutoHouse Automotive,NWA
01/16/2023,22796,https://autohousenwa.shop-ware.com/work_orders/60302990,200.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.26,0.00,22.03,222.29,AutoHouse Automotive,NWA
01/16/2023,24542,https://autohousenwa.shop-ware.com/work_orders/71569132,419.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419.43,0.00,46.14,465.57,AutoHouse Automotive,NWA
01/16/2023,24469,https://autohousenwa.shop-ware.com/work_orders/70962575,457.70,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,1782.70,0.00,196.10,1978.80,AutoHouse Automotive,NWA
01/16/2023,24491,https://autohousenwa.shop-ware.com/work_orders/71113741,41.90,0.00,70.00,0.00,0.00,0.00,0.00,0.00,3.15,0.00,0.00,0.00,115.05,0.00,12.66,127.71,AutoHouse Automotive,NWA
01/17/2023,24544,https://autohousenwa.shop-ware.com/work_orders/71578675,168.56,0.00,280.00,0.00,0.00,0.00,0.00,0.00,12.60,0.00,0.00,0.00,461.16,0.00,50.73,511.89,AutoHouse Automotive,NWA
01/17/2023,24492,https://autohousenwa.shop-ware.com/work_orders/71116462,98.31,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,140.11,0.00,15.41,155.52,AutoHouse Automotive,NWA
01/17/2023,24513,https://autohousenwa.shop-ware.com/work_orders/71484598,62.81,0.00,70.00,0.00,0.00,0.00,0.00,0.00,3.15,0.00,0.00,0.00,135.96,0.00,14.96,150.92,AutoHouse Automotive,NWA
01/17/2023,24486,https://autohousenwa.shop-ware.com/work_orders/71102717,300.82,0.00,530.00,0.00,0.00,0.00,0.00,0.00,23.85,0.00,0.00,0.00,854.67,0.00,94.01,948.68,AutoHouse Automotive,NWA
01/17/2023,24554,https://autohousenwa.shop-ware.com/work_orders/71594593,560.76,0.00,420.00,0.00,0.00,0.00,0.00,0.00,17.01,0.00,98.08,0.00,899.69,0.00,98.97,998.66,AutoHouse Automotive,NWA
01/18/2023,24557,https://autohousenwa.shop-ware.com/work_orders/71601187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
01/18/2023,24506,https://autohousenwa.shop-ware.com/work_orders/71218526,172.16,0.00,150.00,0.00,0.00,0.00,0.00,0.00,6.75,0.00,0.00,0.00,328.91,0.00,36.18,365.09,AutoHouse Automotive,NWA
01/18/2023,24493,https://autohousenwa.shop-ware.com/work_orders/71117834,246.32,0.00,490.00,0.00,0.00,0.00,0.00,0.00,19.85,0.00,73.63,0.00,682.54,0.00,75.08,757.62,AutoHouse Automotive,NWA
01/18/2023,24522,https://autohousenwa.shop-ware.com/work_orders/71501893,98.68,0.00,252.00,0.00,0.00,0.00,0.00,0.00,11.34,0.00,0.00,0.00,362.02,0.00,39.82,401.84,AutoHouse Automotive,NWA
