Invoice,,,Parts,,Labor,,Sublet,,HazMat & Fees,,Shop Supplies,,Discount,,Subtotal,,Tax,Total,Shop Name,Shop Identifier
Date,Number,URL,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed,Taxed,Untaxed
10/23/2023,26830,https://autohousenwa.shop-ware.com/work_orders/89186023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
10/24/2023,26828,https://autohousenwa.shop-ware.com/work_orders/89162301,354.15,0.00,250.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,60.42,0.00,552.73,0.00,60.80,613.53,AutoHouse Automotive,NWA
10/24/2023,26822,https://autohousenwa.shop-ware.com/work_orders/89090697,343.41,0.00,445.00,0.00,0.00,0.00,0.00,0.00,17.80,0.00,0.00,0.00,806.21,0.00,88.68,894.89,AutoHouse Automotive,NWA
10/24/2023,26835,https://autohousenwa.shop-ware.com/work_orders/89199793,737.40,0.00,1680.00,0.00,20.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,2465.40,0.00,271.19,2736.59,AutoHouse Automotive,NWA
10/25/2023,26844,https://autohousenwa.shop-ware.com/work_orders/89268531,55.46,0.00,78.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,136.58,0.00,15.02,151.60,AutoHouse Automotive,NWA
10/25/2023,26689,https://autohousenwa.shop-ware.com/work_orders/88014606,43.88,0.00,80.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,127.08,0.00,13.98,141.06,AutoHouse Automotive,NWA
10/25/2023,26973,https://autohousenwa.shop-ware.com/work_orders/89883563,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
10/25/2023,26859,https://autohousenwa.shop-ware.com/work_orders/89401701,362.10,0.00,490.00,0.00,0.00,0.00,0.00,0.00,19.60,0.00,0.00,0.00,871.70,0.00,95.89,967.59,AutoHouse Automotive,NWA
10/25/2023,26855,https://autohousenwa.shop-ware.com/work_orders/89383780,701.20,0.00,490.00,0.00,0.00,0.00,0.00,0.00,19.60,0.00,0.00,0.00,1210.80,0.00,133.19,1343.99,AutoHouse Automotive,NWA
10/25/2023,26748,https://autohousenwa.shop-ware.com/work_orders/88470555,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
10/26/2023,26839,https://autohousenwa.shop-ware.com/work_orders/89259690,307.35,0.00,770.00,0.00,0.00,0.00,0.00,0.00,27.72,0.00,107.74,0.00,997.33,0.00,109.71,1107.04,AutoHouse Automotive,NWA
10/26/2023,26618,https://autohousenwa.shop-ware.com/work_orders/87427336,311.91,0.00,480.00,0.00,0.00,0.00,0.00,0.00,19.20,0.00,0.00,0.00,811.11,0.00,89.22,900.33,AutoHouse Automotive,NWA
10/26/2023,26849,https://autohousenwa.shop-ware.com/work_orders/89280422,267.59,0.00,180.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,454.79,0.00,50.03,504.82,AutoHouse Automotive,NWA
10/26/2023,26857,https://autohousenwa.shop-ware.com/work_orders/89393605,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
10/26/2023,26856,https://autohousenwa.shop-ware.com/work_orders/89386315,55.99,0.00,420.00,0.00,0.00,0.00,0.00,0.00,15.12,0.00,47.60,0.00,443.51,0.00,48.79,492.30,AutoHouse Automotive,NWA
10/26/2023,26861,https://autohousenwa.shop-ware.com/work_orders/89412858,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,16.02,161.62,AutoHouse Automotive,NWA
10/26/2023,26864,https://autohousenwa.shop-ware.com/work_orders/89421996,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,16.02,161.62,AutoHouse Automotive,NWA
10/26/2023,26877,https://autohousenwa.shop-ware.com/work_orders/89457375,54.40,0.00,180.00,0.00,0.00,0.00,0.00,0.00,6.48,0.00,23.44,0.00,217.44,0.00,23.92,241.36,AutoHouse Automotive,NWA
10/27/2023,26875,https://autohousenwa.shop-ware.com/work_orders/89455532,260.92,0.00,452.00,0.00,0.00,0.00,0.00,0.00,18.08,0.00,0.00,0.00,731.00,0.00,80.41,811.41,AutoHouse Automotive,NWA
10/27/2023,26852,https://autohousenwa.shop-ware.com/work_orders/89356188,189.44,0.00,350.00,0.00,0.00,0.00,0.00,0.00,12.60,0.00,53.94,0.00,498.10,0.00,54.79,552.89,AutoHouse Automotive,NWA
10/27/2023,26866,https://autohousenwa.shop-ware.com/work_orders/89433337,143.28,0.00,350.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,507.28,0.00,55.80,563.08,AutoHouse Automotive,NWA
10/27/2023,26874,https://autohousenwa.shop-ware.com/work_orders/89454785,227.31,0.00,150.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,383.31,0.00,42.16,425.47,AutoHouse Automotive,NWA
10/27/2023,26881,https://autohousenwa.shop-ware.com/work_orders/89467813,102.98,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,21.45,0.00,122.89,0.00,13.52,136.41,AutoHouse Automotive,NWA
10/27/2023,26892,https://autohousenwa.shop-ware.com/work_orders/89509200,0.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,3.02,0.00,8.40,0.00,78.62,0.00,8.65,87.27,AutoHouse Automotive,NWA
10/27/2023,26974,https://autohousenwa.shop-ware.com/work_orders/89883741,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
10/27/2023,26908,https://autohousenwa.shop-ware.com/work_orders/89657982,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,8.01,80.81,AutoHouse Automotive,NWA
10/27/2023,26904,https://autohousenwa.shop-ware.com/work_orders/89650514,208.23,0.00,210.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,0.00,0.00,426.63,0.00,46.93,473.56,AutoHouse Automotive,NWA
10/31/2023,26975,https://autohousenwa.shop-ware.com/work_orders/89883958,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
10/31/2023,26847,https://autohousenwa.shop-ware.com/work_orders/89277826,1294.00,0.00,210.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,0.00,0.00,1512.40,0.00,166.36,1678.76,AutoHouse Automotive,NWA
10/31/2023,26893,https://autohousenwa.shop-ware.com/work_orders/89510610,0.00,822.23,0.00,1624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2446.23,0.00,2446.23,AutoHouse Automotive,NWA
10/31/2023,26934,https://autohousenwa.shop-ware.com/work_orders/89745562,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,8.00,0.00,74.88,0.00,8.24,83.12,AutoHouse Automotive,NWA
11/01/2023,26922,https://autohousenwa.shop-ware.com/work_orders/89718095,110.34,0.00,25.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,136.34,0.00,15.00,151.34,AutoHouse Automotive,NWA
11/01/2023,26567,https://autohousenwa.shop-ware.com/work_orders/87171174,753.78,0.00,150.00,0.00,0.00,0.00,0.00,0.00,5.40,0.00,90.38,0.00,818.80,0.00,90.07,908.87,AutoHouse Automotive,NWA
11/01/2023,26945,https://autohousenwa.shop-ware.com/work_orders/89769891,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,35.00,AutoHouse Automotive,NWA
11/02/2023,26926,https://autohousenwa.shop-ware.com/work_orders/89727411,258.25,0.00,490.00,0.00,0.00,0.00,0.00,0.00,19.60,0.00,0.00,0.00,767.85,0.00,84.46,852.31,AutoHouse Automotive,NWA
11/02/2023,26910,https://autohousenwa.shop-ware.com/work_orders/89685310,333.43,0.00,350.00,0.00,0.00,0.00,0.00,0.00,12.60,0.00,68.34,0.00,627.69,0.00,69.05,696.74,AutoHouse Automotive,NWA
11/02/2023,26917,https://autohousenwa.shop-ware.com/work_orders/89706147,305.81,0.00,358.00,0.00,0.00,0.00,0.00,0.00,14.32,0.00,0.00,0.00,678.13,0.00,74.59,752.72,AutoHouse Automotive,NWA
11/02/2023,26897,https://autohousenwa.shop-ware.com/work_orders/89559872,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,16.02,161.62,AutoHouse Automotive,NWA
11/02/2023,26937,https://autohousenwa.shop-ware.com/work_orders/89752366,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,93.60,0.00,10.30,103.90,AutoHouse Automotive,NWA
11/03/2023,26913,https://autohousenwa.shop-ware.com/work_orders/89695827,546.82,0.00,1062.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,1636.82,0.00,180.05,1816.87,AutoHouse Automotive,NWA
11/03/2023,26940,https://autohousenwa.shop-ware.com/work_orders/89753542,56.23,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,129.03,0.00,14.19,143.22,AutoHouse Automotive,NWA
11/03/2023,26964,https://autohousenwa.shop-ware.com/work_orders/89846120,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.00,83.20,0.00,9.15,92.35,AutoHouse Automotive,NWA
11/03/2023,26952,https://autohousenwa.shop-ware.com/work_orders/89787211,285.88,0.00,250.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,545.88,0.00,60.05,605.93,AutoHouse Automotive,NWA
11/03/2023,26939,https://autohousenwa.shop-ware.com/work_orders/89752980,463.71,0.00,350.00,0.00,0.00,0.00,0.00,0.00,12.60,0.00,81.37,0.00,744.94,0.00,81.94,826.88,AutoHouse Automotive,NWA
11/03/2023,25989,https://autohousenwa.shop-ware.com/work_orders/83763510,406.88,0.00,840.00,0.00,200.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,1474.88,0.00,162.24,1637.12,AutoHouse Automotive,NWA
11/03/2023,26760,https://autohousenwa.shop-ware.com/work_orders/88496967,2521.01,0.00,3190.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,5739.01,0.00,631.29,6370.30,AutoHouse Automotive,NWA
11/06/2023,26976,https://autohousenwa.shop-ware.com/work_orders/89884189,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
11/06/2023,26779,https://autohousenwa.shop-ware.com/work_orders/88646642,2223.49,0.00,798.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,3049.49,0.00,335.44,3384.93,AutoHouse Automotive,NWA
11/06/2023,26931,https://autohousenwa.shop-ware.com/work_orders/89736930,0.00,0.00,40.00,0.00,0.00,0.00,6.00,0.00,1.60,0.00,0.00,0.00,47.60,0.00,5.23,52.83,AutoHouse Automotive,NWA
11/06/2023,26983,https://autohousenwa.shop-ware.com/work_orders/89953306,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
11/06/2023,26951,https://autohousenwa.shop-ware.com/work_orders/89782656,518.11,0.00,500.00,0.00,125.00,0.00,0.00,0.00,19.82,0.00,0.00,0.00,1162.93,0.00,127.92,1290.85,AutoHouse Automotive,NWA
11/06/2023,26987,https://autohousenwa.shop-ware.com/work_orders/89965252,98.68,0.00,224.00,0.00,0.00,0.00,0.00,0.00,8.96,0.00,0.00,0.00,331.64,0.00,35.65,367.29,AutoHouse Automotive,NWA
11/06/2023,26977,https://autohousenwa.shop-ware.com/work_orders/89944236,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,104.00,0.00,11.18,115.18,AutoHouse Automotive,NWA
11/06/2023,26906,https://autohousenwa.shop-ware.com/work_orders/89655000,32.90,0.00,180.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,220.10,0.00,24.21,244.31,AutoHouse Automotive,NWA
11/06/2023,26938,https://autohousenwa.shop-ware.com/work_orders/89752480,133.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.20,0.00,14.65,147.85,AutoHouse Automotive,NWA
11/07/2023,27002,https://autohousenwa.shop-ware.com/work_orders/89987743,36.92,0.00,50.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,88.92,0.00,9.56,98.48,AutoHouse Automotive,NWA
11/07/2023,26986,https://autohousenwa.shop-ware.com/work_orders/89957600,321.00,0.00,268.00,0.00,0.00,0.00,0.00,0.00,10.72,0.00,0.00,0.00,599.72,0.00,64.47,664.19,AutoHouse Automotive,NWA
11/07/2023,26960,https://autohousenwa.shop-ware.com/work_orders/89842596,102.98,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,21.45,0.00,122.89,0.00,13.52,136.41,AutoHouse Automotive,NWA
11/07/2023,26980,https://autohousenwa.shop-ware.com/work_orders/89946222,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,15.65,161.25,AutoHouse Automotive,NWA
11/07/2023,26854,https://autohousenwa.shop-ware.com/work_orders/89382749,94.48,0.00,180.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,281.68,0.00,30.98,312.66,AutoHouse Automotive,NWA
11/07/2023,26998,https://autohousenwa.shop-ware.com/work_orders/89979837,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,15.65,161.25,AutoHouse Automotive,NWA
11/07/2023,26929,https://autohousenwa.shop-ware.com/work_orders/89731997,658.16,0.00,700.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,1386.16,0.00,152.48,1538.64,AutoHouse Automotive,NWA
11/08/2023,26959,https://autohousenwa.shop-ware.com/work_orders/89842316,0.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,291.20,0.00,32.03,323.23,AutoHouse Automotive,NWA
11/08/2023,26914,https://autohousenwa.shop-ware.com/work_orders/89697114,228.68,0.00,350.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,592.68,0.00,65.19,657.87,AutoHouse Automotive,NWA
11/08/2023,26981,https://autohousenwa.shop-ware.com/work_orders/89948073,56.49,0.00,110.00,0.00,0.00,0.00,0.00,0.00,3.96,0.00,16.65,0.00,153.80,0.00,16.53,170.33,AutoHouse Automotive,NWA
11/08/2023,27012,https://autohousenwa.shop-ware.com/work_orders/90019077,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,7.53,77.53,AutoHouse Automotive,NWA
11/08/2023,27020,https://autohousenwa.shop-ware.com/work_orders/90046164,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,7.53,77.53,AutoHouse Automotive,NWA
11/08/2023,26990,https://autohousenwa.shop-ware.com/work_orders/89972554,1993.38,0.00,1161.00,0.00,0.00,0.00,12.00,0.00,28.00,0.00,0.00,0.00,3194.38,0.00,343.40,3537.78,AutoHouse Automotive,NWA
11/09/2023,26993,https://autohousenwa.shop-ware.com/work_orders/89974940,339.84,0.00,770.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,1137.84,0.00,122.32,1260.16,AutoHouse Automotive,NWA
11/09/2023,27027,https://autohousenwa.shop-ware.com/work_orders/90067563,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,7.53,77.53,AutoHouse Automotive,NWA
11/09/2023,27003,https://autohousenwa.shop-ware.com/work_orders/89989114,576.72,0.00,530.00,0.00,0.00,0.00,0.00,0.00,21.20,0.00,0.00,0.00,1127.92,0.00,121.26,1249.18,AutoHouse Automotive,NWA
11/09/2023,27019,https://autohousenwa.shop-ware.com/work_orders/90041400,30.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.73,0.00,3.30,34.03,AutoHouse Automotive,NWA
11/09/2023,27034,https://autohousenwa.shop-ware.com/work_orders/90117338,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,7.53,77.53,AutoHouse Automotive,NWA
11/10/2023,26982,https://autohousenwa.shop-ware.com/work_orders/89951537,200.03,0.00,350.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,564.03,0.00,60.64,624.67,AutoHouse Automotive,NWA
11/10/2023,26997,https://autohousenwa.shop-ware.com/work_orders/89979269,90.44,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,381.64,0.00,41.03,422.67,AutoHouse Automotive,NWA
11/10/2023,26777,https://autohousenwa.shop-ware.com/work_orders/88622743,0.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,291.20,0.00,32.03,323.23,AutoHouse Automotive,NWA
11/10/2023,26972,https://autohousenwa.shop-ware.com/work_orders/89881059,6170.12,0.00,3400.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,9598.12,0.00,1031.80,10629.92,AutoHouse Automotive,NWA
11/10/2023,26995,https://autohousenwa.shop-ware.com/work_orders/89978575,3606.61,0.00,3190.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,6824.61,0.00,733.65,7558.26,AutoHouse Automotive,NWA
11/10/2023,27044,https://autohousenwa.shop-ware.com/work_orders/90202111,21.56,0.00,32.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00,0.00,54.84,0.00,5.90,60.74,AutoHouse Automotive,NWA
11/10/2023,26942,https://autohousenwa.shop-ware.com/work_orders/89759600,191.65,0.00,700.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,919.65,0.00,101.16,1020.81,AutoHouse Automotive,NWA
11/10/2023,26947,https://autohousenwa.shop-ware.com/work_orders/89777501,925.95,0.00,1526.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,2479.95,0.00,272.79,2752.74,AutoHouse Automotive,NWA
11/10/2023,27013,https://autohousenwa.shop-ware.com/work_orders/90019708,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
11/10/2023,27046,https://autohousenwa.shop-ware.com/work_orders/90207424,0.00,0.00,70.00,0.00,15.00,0.00,0.00,0.00,2.52,0.00,7.00,0.00,80.52,0.00,8.65,89.17,AutoHouse Automotive,NWA
11/11/2023,27050,https://autohousenwa.shop-ware.com/work_orders/90219372,42.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.88,0.00,4.61,47.49,AutoHouse Automotive,NWA
11/13/2023,27011,https://autohousenwa.shop-ware.com/work_orders/90018167,437.44,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,583.04,0.00,62.68,645.72,AutoHouse Automotive,NWA
11/13/2023,26971,https://autohousenwa.shop-ware.com/work_orders/89873346,77.50,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,119.10,0.00,12.80,131.90,AutoHouse Automotive,NWA
11/13/2023,27054,https://autohousenwa.shop-ware.com/work_orders/90229561,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,7.53,77.53,AutoHouse Automotive,NWA
11/13/2023,26836,https://autohousenwa.shop-ware.com/work_orders/89205421,1428.23,0.00,1314.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,274.22,0.00,2496.01,0.00,274.57,2770.58,AutoHouse Automotive,NWA
11/13/2023,27061,https://autohousenwa.shop-ware.com/work_orders/90239895,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,4.80,0.00,0.00,0.00,124.80,0.00,13.42,138.22,AutoHouse Automotive,NWA
11/13/2023,27004,https://autohousenwa.shop-ware.com/work_orders/89991430,454.08,0.00,468.00,0.00,0.00,0.00,3.00,0.00,16.85,0.00,92.21,0.00,849.72,0.00,91.34,941.06,AutoHouse Automotive,NWA
11/14/2023,27022,https://autohousenwa.shop-ware.com/work_orders/90054884,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
11/14/2023,27072,https://autohousenwa.shop-ware.com/work_orders/90268530,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,3.44,35.44,AutoHouse Automotive,NWA
11/14/2023,27030,https://autohousenwa.shop-ware.com/work_orders/90079433,102.98,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,144.58,0.00,15.54,160.12,AutoHouse Automotive,NWA
11/14/2023,27040,https://autohousenwa.shop-ware.com/work_orders/90135561,201.66,0.00,220.00,0.00,0.00,0.00,0.00,0.00,8.80,0.00,0.00,0.00,430.46,0.00,46.27,476.73,AutoHouse Automotive,NWA
11/14/2023,26886,https://autohousenwa.shop-ware.com/work_orders/89481320,2724.14,0.00,1615.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,4367.14,0.00,480.39,4847.53,AutoHouse Automotive,NWA
11/14/2023,27000,https://autohousenwa.shop-ware.com/work_orders/89985814,113.41,0.00,350.00,0.00,125.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,602.41,0.00,64.77,667.18,AutoHouse Automotive,NWA
11/14/2023,27026,https://autohousenwa.shop-ware.com/work_orders/90067516,362.56,0.00,309.00,0.00,0.00,0.00,0.00,0.00,12.36,0.00,0.00,0.00,683.92,0.00,73.52,757.44,AutoHouse Automotive,NWA
11/15/2023,27053,https://autohousenwa.shop-ware.com/work_orders/90228833,102.98,0.00,180.00,0.00,0.00,0.00,0.00,0.00,6.48,0.00,28.30,0.00,261.16,0.00,28.08,289.24,AutoHouse Automotive,NWA
11/15/2023,27058,https://autohousenwa.shop-ware.com/work_orders/90231082,73.39,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,114.99,0.00,12.36,127.35,AutoHouse Automotive,NWA
11/15/2023,26991,https://autohousenwa.shop-ware.com/work_orders/89973970,652.83,0.00,490.00,0.00,0.00,0.00,0.00,0.00,17.64,0.00,114.28,0.00,1046.19,0.00,112.47,1158.66,AutoHouse Automotive,NWA
11/15/2023,26921,https://autohousenwa.shop-ware.com/work_orders/89716791,124.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.40,0.00,13.68,138.08,AutoHouse Automotive,NWA
11/16/2023,27039,https://autohousenwa.shop-ware.com/work_orders/90132586,0.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,291.20,0.00,31.30,322.50,AutoHouse Automotive,NWA
11/16/2023,27067,https://autohousenwa.shop-ware.com/work_orders/90253980,98.68,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,244.28,0.00,26.26,270.54,AutoHouse Automotive,NWA
11/16/2023,27055,https://autohousenwa.shop-ware.com/work_orders/90229638,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,72.80,0.00,7.83,80.63,AutoHouse Automotive,NWA
11/16/2023,26745,https://autohousenwa.shop-ware.com/work_orders/88458143,239.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,11.20,0.00,0.00,0.00,530.20,0.00,58.32,588.52,AutoHouse Automotive,NWA
11/16/2023,26812,https://autohousenwa.shop-ware.com/work_orders/88880056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
11/16/2023,26879,https://autohousenwa.shop-ware.com/work_orders/89460702,0.00,365.29,0.00,500.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,885.29,0.00,885.29,AutoHouse Automotive,NWA
11/16/2023,27078,https://autohousenwa.shop-ware.com/work_orders/90283087,403.38,0.00,398.00,0.00,0.00,0.00,0.00,0.00,15.92,0.00,0.00,0.00,817.30,0.00,87.86,905.16,AutoHouse Automotive,NWA
11/17/2023,27070,https://autohousenwa.shop-ware.com/work_orders/90267155,406.52,0.00,678.00,0.00,0.00,0.00,0.00,0.00,27.12,0.00,0.00,0.00,1111.64,0.00,119.51,1231.15,AutoHouse Automotive,NWA
11/17/2023,27114,https://autohousenwa.shop-ware.com/work_orders/90381886,28.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.18,0.00,3.03,31.21,AutoHouse Automotive,NWA
11/17/2023,27096,https://autohousenwa.shop-ware.com/work_orders/90329707,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AutoHouse Automotive,NWA
11/17/2023,27038,https://autohousenwa.shop-ware.com/work_orders/90132509,59.15,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,100.75,0.00,10.83,111.58,AutoHouse Automotive,NWA
11/17/2023,27092,https://autohousenwa.shop-ware.com/work_orders/90314316,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,41.60,0.00,4.47,46.07,AutoHouse Automotive,NWA
11/17/2023,27079,https://autohousenwa.shop-ware.com/work_orders/90283339,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,0.00,145.60,0.00,15.65,161.25,AutoHouse Automotive,NWA
11/20/2023,27045,https://autohousenwa.shop-ware.com/work_orders/90205070,721.49,0.00,2100.00,0.00,400.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,3249.49,0.00,349.32,3598.81,AutoHouse Automotive,NWA
11/20/2023,27105,https://autohousenwa.shop-ware.com/work_orders/90361389,51.50,0.00,110.00,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,0.00,165.90,0.00,17.84,183.74,AutoHouse Automotive,NWA
11/20/2023,26978,https://autohousenwa.shop-ware.com/work_orders/89944328,106.23,0.00,210.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,0.00,0.00,324.63,0.00,34.90,359.53,AutoHouse Automotive,NWA
11/20/2023,27137,https://autohousenwa.shop-ware.com/work_orders/90457700,36.38,0.00,40.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,77.98,0.00,8.38,86.36,AutoHouse Automotive,NWA
11/21/2023,27063,https://autohousenwa.shop-ware.com/work_orders/90249984,779.27,0.00,800.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,1607.27,0.00,172.78,1780.05,AutoHouse Automotive,NWA
